Artist,Title,Album,Year,Lyrics,Date,Mood
Drake,All Me,Nothing Was the Same,2013,produced by key wane   aziz ansari i'm really stepping up my game these bitches gotta start paying me for this can't get no more free randy   drake got everything i got everything i cannot complain i cannot i don't even know how much i really made i forgot it's a lot fuck that never mind what i got nigga don't watch that 'cause i came up that's all me stay true that's all me yeah no help that's all me all me for real came up that's all me stay true that's all me  chainz no help that's all me all me for real    chainz money on my mind you should think the same j's on pinky ring dogging these hoes i need quarantine in the same league but we don't ball the same ah she want all the fame i hear that shit all the time she said she love me i said baby girl fall in line okay made a million off a dinner fork watch me switch it up walked in ill nigga alert ill nigga alert you need that work i got that work got bitches in my condo just bought a shirt that cost a mercedesbenz car note from the a to toronto we let the metal go off and my dick so hard it make the metal detector go off this that sauce this that dressing givenchy nigga god bless you if having a bad bitch was a crime i'd be arrested tru   drake got everything i got everything i cannot complain i cannot i don't even know how much i really made i forgot it's a lot fuck that never mind what i got nigga don't watch that 'cause i came up that's all me stay true that's all me no help that's all me all me for real came up that's all me stay true that's all me no help that's all me all me for real   drake i touched down in '86 knew i was the man by the age of 6 i even fucked the girl that used to babysit but that was years later on some crazy shit i heard your new shit nigga hated it damon wayans homie don't play that shit i get paid a lot you get paid a bit and my latest shit is like a greatest hits god damn ain't no wishing over on this side y'all don't fuck with us then we don't fuck with y'all it's no different over on this side god damn should i listen to everybody or myself 'cause myself just told myself you're the motherfucking man you don't need no help cashing checks and im bigging up my chest y'all keep talking bout who next but im about as big as it gets i swear y'all just wasting y'all breath im the light skinned keith sweat i'ma make it last forever its not your turn 'cause i ain't done yet look just understand that i'm on a roll like cottonelle i was made for all of this shit and im on the road box office sales im getting paid for all of this shit ask you to please excuse my table manners i was making room for the table dancers 'cause if we judging off your advances then i just got paid like eight advances god damn   drake got everything i got everything i cannot complain i cannot i don't even know how much i really made i forgot it's a lot fuck that never mind what i got nigga don't watch that 'cause i came up that's all me stay true that's all me no help that's all me all me for real came up that's all me stay true that's all me   big sean ho shut the fuck up i got way too much on my mental i learn from what i've been through i'm finna do what i didn't do and still waking up like the rent's due not complicated it's simple i got sexy ladies a whole benzfull and to them hoes i'm everythingeverything but gentle but i still take my time time man i guess i'm just old fashioned wearing retro sh that's old fashion nigga see what i'm saying no closed caption i paint pics see the shit good sex need to hit keep a broad on the floor year 'round like season tickets i plead the fifth drink a fifth load the nine leave you split in the half smoke a half need a zip my new girl is on glee and shit probably making more money than me and shit i swear to god i got 99 problems but a bitch ain't one i got 99 problems getting rich ain't one like i got trust issues i'm sorry for the people i've pushed out i'm the type to have a bulletproof condom and still gotta pull out but that's just me and i ain't perfect i ain't a saint but i am worth it if it's one thing i am worth it niggas still hating but it ain't working lil' bitch  4 drake oh me oh me oh my i think i done fucked too many women from the 05 'fore the end of this year i'll do king of diamonds  more times smoking on that kush all in our section like it's legalized girl you can't always have your way sometimes it be like that they don't really fuck with you like that they ain't never did me like that i just took my time you got the shine i let you eat like that i been taught to never loan somebody what you need right back and i need that shit right back no more free randy im blessed than a muhfucka niggas been stressed than a muhfucka niggas getting nervous clutching they chests like a muhfucka damn thats a motherfucker tell the truth i dont listen to you 'cause i dont like being lied to and that ship wont sail and that wind wont guide you daddy was in jail we was talking through the window like a motherfucking drivethru that was back then man now my niggas rich enough to do whatever i do,24/09/2013,Angry
Drake,Fake Love,More Life,2016,i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face   somethin' ain't right when we talkin' somethin' ain't right when we talkin' look like you hidin' your problems really you never was solid no you can't son me you won't never get to run me just when shit look out of reach i reach back like one three like one three yeah  pre that's when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah i know they wanna take my place i can tell that love is fake i don't trust a word you say how you wanna clique up after your mistakes look you in the face and it's just not the same   i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face   yeah straight up to my face tryna play it safe vibe switch like night and day i can see it like right away i came up you changed up i caught that whole play since things never been the same  pre that's when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah i know they wanna take my place i can tell that love is fake i can tell that love is fake i don't trust a word you say i don't trust a word how you wanna clique up after your mistakes that's just what i heard look you in the face and it's just not the same   i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face   skrrt and more chune for your headtop so watch how you speak on my name you know,23/10/2016,Happy
Drake,From Time,Nothing Was the Same,2013,jhené aiko what's up been a minute since we kicked it you've been caught up with them bitches i don't get it you're a star love you shouldn't have to deal with that i'd never make you feel like that 'cause   jhené aiko i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   drake yeah i needed to hear that shit i hate when you're submissive passive aggressive when we're texting i feel the distance i look around the peers that surround me these niggas tripping i like when money makes a difference but don't make you different started realizing a couple places i could take it i want to get back to when i was that kid in the basement i want to take it deeper than money pussy vacation and influence a generation that's lacking in patience i've been dealing with my dad speaking of lack of patience just me and my old man getting back to basics we've been talking 'bout the future and time that we wasted when he put that bottle down girl that nigga's amazing well fuck it we had a couple coronas we might have rolled a white paper just something to hold us we even talked about you and our couple of moments he said we should hash it out like a couple of grown ups you a flower child beautiful child i'm in your zone looking like you came from the 70's on your own my mother is 66 and her favorite line to hit me with is who the fuck wants to be 70 and alone you don't even know what you want from love anymore i search for something i'm missing and disappear when i'm bored but girl what qualities was i looking for before who you settling for who better for you than the boy huh   jhené aiko i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   drake uh thinking 'bout texas back when porscha used to work at treasures or further back than that before i had the houston leverage when i got summer a michael kors with my momma's debit a weak attempt at flexing i'll never forget it 'cause that night i played her three songs then we got to talking 'bout something we disagreed on then she start telling me how i'll never be as big as trey songz boy was she wrong that was just negative energy for me to feed off now it's therapeutic blowing money in the galleria or beverly center macy's where i discovered bria landmarks of the muses that inspired the music when i could tell it was sincere without tryna prove it the one that i needed was courtney from hooters on peachtree i've always been feeling like she was the piece to complete me now she engaged to be married what's the rush on commitment know we were going through some shit name a couple that isn't remember our talk in the parking lot at the ritz girl i felt like we had it all planned out i guess i fucked up the vision learning the true consequences of my selfish decisions when you find out how i'm living i just hope i'm forgiven it seem like you don't want this love anymore i'm acting out in the open it's hard for you to ignore but girl what qualities was i looking for before who you settling for who better for you than the boy huh   jhené aiko i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   baka been baka aka not nice from time g been a east side ting scarborough ting from time g been have up di ting dem from time g so i don't know what's wrong with these little wasteman out here eh y'all need to know yourself,24/09/2013,Sad
Drake,0 to 100 / The Catch Up,NBA 2K16 Soundtrack,2014,produced by boida frank dukes noah 40 shebib  nineteen85  part i 0 to 00   fuck bein' on some chill shit we go 0 to 00 nigga real quick they be on that raptopaythebills shit and i don't feel that shit not even a little bit oh lord know yourself know your worth nigga my actions been louder than my words nigga how you so high but still so down to earth nigga if niggas wanna do it we can do it on they turf nigga oh lord i'm the rookie and the vet shoutout to the bitches out here holdin' down the set all up in my phone lookin' at pictures from the other night she gon' be upset if she keep scrollin' to the left dawg she gon' see some shit that she don't wanna see she ain't ready for it if i ain't the greatest then i'm headed for it that mean i'm way up way up yeah the 6 ain't friendly but that's where i lay up this shit a mothafuckin' layup i been steph curry with the shot been cookin' with the sauce chef curry with the pot boy 60 with the wrist boy ayy who the fuck them niggas is boy ovo man we really with the shits boy yeah really with the shits i should prolly sign to hitboy 'cause i got all the hits boy fuck all that drake you gotta chill shit i be on my lil mouse drill shit fuck all that raptopayyourbills shit yeah i'm on some raptorspaymybills shit all up on tv i thought it'd make me richer wasn't payin' me enough i needed somethin' quicker so now i'm all in niko basement puttin' work in on the phones either that or drive to money mart to make the pickups man it's 008 i'm tryna paint the picture comeback season in the works and now i'm thinkin' bigger i got 40 in the studio every night late night gotta watch that shit don't want to make him sicker that's my nigga oh lord got a whole lot to show for it i mean we can really get it we can go for it i'm just here for the bucks and the billis nigga don't make me kill one of the goats for it i run this shit they like go forrest run forrest run forrest go forrest yeah i mean you already wrote for us damn nigga what's one more quote for us oh lord who else soundin' like this they ain't make me what i am they just found me like this i was ready fuck that i've been ready since my dad used to tell me he was comin' to the house to get me he ain't show up valuable lesson man i had to grow up that's why i never ask for help i'll do it for you niggas and do it for myself   i go 0 to 00 nigga real quick real quick whole squad on that real shit 0 to 00 nigga real quick real quick real fuckin' quick nigga 0 to 00 nigga real quick real quick whole squad on that real shit 0 to 00 nigga real quick real quick real fuckin' quick nigga  part ii the catch up   whole squad on that real shit whole squad on that real shit whole squad on that real shit yeah   the other night lavish lee told me that i'm all these people listen to she said they love me unconditional imagine how it feel to watch another nigga at the top you know that if you wasn't you you would be dissin' you dawg damn okay from that perspective i see what you're talkin' 'bout no way to soften that 'cause me i was tryna find out where i lost 'em at but maybe i ain't lose 'em at all maybe i keep movin' forward and they're just stagnant they ain't movin' at all but when they need a favor who do they call maybe i'm searchin' for the problems askin' what was said and who was involved too focused on people's feedback and provin' 'em wrong they say the shoe can always fit no matter whose foot it's on these days feel like i'm squeezin' in 'em whoever wore 'em before just wasn't thinkin' big enough i'm 'bout to leave 'em with 'em 'cause if i run in the game in these man the seams are splittin' no pun intended but they're smellin' defeat in the air headed where nobody took it who meetin' me there they tell him that he's talkin' crazy but he doesn't care bein' humble don't work as well as bein' aware listen up boy you're better off eavesdroppin' we already got spring 05 poppin' pnd droppin' repsup p droppin' majid jordan droppin' ob droppin' not to mention me droppin' feel like we paid the refs off man we fixed the game me and noel been at it before twitter names yeah been on the move like the lease is up and i can't even name one person that's keepin' up damn fuck how it was in the past tense ask yourself how do we match up now 'cause i'm only 7 and i'm only gettin' better if i haven't passed you yet watch me catch up now for real   james blake could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up,01/06/2014,Energetic
Drake,The Motto,Take Care,2011,drake i'm the fuckin' man y'all don't get it do ya type of money everybody acting like they knew ya go uptown new york city bitch them spanish girls love me like i'm aventura tell uncle luke i'm out in miami too clubbing hard fucking women there ain't much to do wrist bling got a condo up in biscayne still getting brain from a thang ain't shit changed how you feel how you feel how you feel 5 sitting on 5 mill' uh i'm in the building and i'm feeling myself rest in peace mac dre i'ma do it for the bay okay getting paid we'll holler whenever that stop my team good we don't really need a mascot tell tune light one pass it like a relay ymcmb you niggas more ymca me franny and mally mall at the cribo shout goes out to niko j and chubbs shouts to gibbo we got santa margherita by the liter she know even if i'm fucking with her i don't really need her aww that's how you feel man that's really how you feel 'cause the pimpin' ice cold all these bitches wanna chill i mean maybe she won't but then again maybe she will i can almost guarantee she know the deal real nigga what's up   drake now she want a photo you already know though you only live once that's the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we don't really play every day every day fuck what anybody say can't see 'em 'cause the money in the way real nigga what's up   lil wayne onetime fuck one time i'm calling niggas out like the umpire sevengrams in the blunt almost drowned in her pussy so i swam to her butt it's eastside we in this bitch wish a nigga would like a tree in this bitch and if a leaf fall put some weed in that bitch that's my mo add a b to that shit i'm fucked up tore down i'm twisted doorknob talk stupid off with your head nigga money talks and mr ed yeah i'm so young money got a drum on the gun energizer bunny funny how honey ain't sweet like sugar ain't shit sweet niggas on the street like hookers i tongue kiss her other tongue skeet skeet skeet water gun oh my god becky look at her butt tunechi   drake now she want a photo you already know though you only live once that's the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we don't really play every day every day fuck what anybody say can't see 'em 'cause the money in the way real nigga what's up now she want a photo you already know though you only live once that's the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we don't really play every day every day fuck what anybody say can't see 'em 'cause the money in the way real nigga what's up  produced by tminus,15/11/2011,Calm
Drake,Started from the Bottom,Nothing Was the Same,2013,produced by mike zombie   started zombie on the track   started from the bottom now we're here started from the bottom now my whole team fuckin' here started from the bottom now we're here started from the bottom now the whole team here nigga started from the bottom now we're here started from the bottom now my whole team here nigga started from the bottom now we're here started from the bottom now the whole team fuckin' here   i done kept it real from the jump livin' at my momma's house we'd argue every month nigga i was tryna get it on my own workin' all night traffic on the way home and my uncle callin' me like where you at i gave you the keys told you bring it right back nigga i just think it's funny how it goes now i'm on the road half a million for a show and we   started from the bottom now we're here started from the bottom now my whole team fuckin' here started from the bottom now we're here started from the bottom now the whole team here nigga started from the bottom now we're here started from the bottom now the whole team fuckin' here started from the bottom now we're here started from the bottom now the whole team here nigga   boys tell stories 'bout the man say i never struggled wasn't hungry yeah i doubt it nigga i could turn your boy into the man there ain't really much out here that's poppin' off without us nigga we just want the credit where it's due i'ma worry 'bout me give a fuck about you nigga just as a reminder to myself i wear every single chain even when i'm in the house cause we   started from the bottom now we're here started from the bottom now my whole team fuckin' here started from the bottom now we're here started from the bottom now the whole team here nigga   no new niggas nigga we don't feel that fuck a fake friend where your real friends at we don't like to do too much explainin' story stayed the same i never changed it no new niggas nigga we don't feel that fuck a fake friend where your real friends at we don't like to do too much explainin' story stayed the same through the money and the fame cause we   started from the bottom now we're here started from the bottom now my whole team fuckin' here started from the bottom now we're here started from the bottom now the whole team here nigga started from the bottom now we're here started from the bottom now my whole team here nigga started from the bottom now we're here started from the bottom now the whole team here nigga,06/02/2013,Angry
Drake,Pound Cake / Paris Morton Music 2,Nothing Was the Same,2013,part  pound cake produced by boida matthew burnett and jordan evans   jimmy smith good god almightylike back in the old days you know years ago they had the ar men to tell you what to play how to play it and you know whether it's disco and rock but we just went in the studio and we did it we had the champagne in the studio of coursecompliments of the companyand we just laid back and did it so we hope you enjoy listening to this album half as much as we enjoyed playing it for you because we had a ball only real music is gonna lastall the other bullshit is here today and gone tomorrow   timbaland cash rules everything around me frikkifrikkifrik cream get theget theget theget the get theget theget theget the money dollardollar dddddollardollar dollardollar bill y'all y'all y'all cash rules everything around me cream get theget theget theget theget the get theget theget theget the monmonmoney frikkifrikkifrikki dollardollardollar bill y'all y'all y'all   drake yeah uh after hours at il mulino or sotto sotto just talkin' women and vino the contract like '9 dan marino i swear this guy michael rapino's boosting my ego overly focused it's far from the time to rest now debates growin' 'bout who they think is the best now took a while got the jokers out of the deck now i'm holdin' all the cards and niggas wanna play chess now i hear you talking say it twice so i know you meant it fuck it i don't even tint it they should know who's in it i'm authentic real name no gimmicks no game no scrimmage i ain't playin' with you niggas at all my classmates they went on to be chartered accountants or work with their parents but thinkin' back on how they treated me my high school reunion might be worth an appearance make everybody have to go through security clearance tables turn s burn you live and learn with the ink i could murder word to my nigga irv yeah i swear shit just started clickin' dog you know it's real when you are who you think you are   timbaland cash rules everything around me frikkifrikkifrik cream get theget theget theget the get theget theget theget the money dollardollar dddddollardollar dollardollar bill y'all y'all y'all cash rules everything around me cream get theget theget theget theget the get theget theget theget the monmonmoney frikkifrikkifrikki dollardollardollar bill y'all y'all y'all   jayz uh i had benzes 'fore you had braces the allblack maybach but i'm not a racist inside's whiter than katy perry's face is yellow diamonds in my jesús i just might learn to speak mandarin japanese for the yen that i'm handlin' international hov that's my handle my saint's changó light a candle el gran santo on the mantle case y'all didn't know i speak spanish too uh shout out to world wide wes everywhere we go we leave a worldwide mess yes still roc la familia says a lot about you if you not feeling us the homie said hov it ain't many of us i told 'em less is more nigga is plenty of us   timbaland cash rules everything around me frikkifrikkifrik cream get theget theget theget the get theget theget theget the money dollardollar dddddollardollar dollardollar bill y'all y'all y'all   jayz cake cakecake cakecake cake 500 million i got a pound cake niggas is frontin' that's upsidedown cake get 'em a red nose they clown cakes they shoulda never let you 'round cake look at my neck i got a karat cake uh now here's the icin' on the cake cake cakecake cakecake uhh i'm just gettin' started oh yeah we got it bitch i've done made more millionaires than the lotto did dame made millions biggs made millions ye made millions just made millions lyor made millions cam made millions beans'a tell you if he wasn't in his feelings uh i'm back in my bag my eyes bloodshot but my jet don't lag a pair of jordan 's tryna chase this cash gucci airbag just in case we crash uh last night was mad trill i'm fresh out of advil jesus grab the wheel  part  paris morton music  produced by detail  4 drake yeah uh look fuck all that happy to be here shit that y'all want me on i'm the big homie they still be tryna lil bro me dog like i should fall in line like i should alert niggas when i'm 'bout to drop somethin' crazy and not say i'm the greatest of my generation like i should be dressing different like i should be less aggressive and pessimistic like i should be way more nervous and less dismissive like i should be on my best behavior and not talk my shit and do it major like the niggas who paved the way for us like i didn't study the game to the letter and understand that i'm not doin' it the same man i'm doing it better like i didn't make that clearer this year like i should feel i don't know guilty for saying that they should put a couple more mirrors in here so i can stare at myself these are usually just some thoughts that i would share with myself but i thought fuck it it's worth it to share 'em with someone else other than paris for once i text her from time to time she a mom now i guess sometimes life forces us to calm down i told her she could live with me if she need to i got a compound but i think she's straight 'cause she supported since hot beats right before wayne came and got me out of the back room where i was rapping with jas over beats that i shouldn't have in the hopes for the glory he walked right past in the hallway three months later i'm his artist he probably wouldn't remember that story but that shit stick with me always couldn't believe when he called me you never know what could happen to you and i just spent four ferraris all on a brand new bugatti and did that shit 'cause it's somethin' to do yeah i guess that's just who i became dawg nothing was the same dawg,24/09/2013,Happy
Drake,Marvinas Room,Take Care,2011,ericka lee hello yeah i just walked in yeah i'm good you still working tonight right now did i go out yeah i went out i went i went to a couple of clubs i never went to bed shit wine or water you said something about a cold drink i don't know i'm delirious   drake cups of the rosé bitches in my old phone i should call one and go home i've been in this club too long the woman that i would try is happy with a good guy but i've been drinkin' so much that i'ma call her anyway and say   drake fuck that nigga that you love so bad i know you still think about the times we had i say fuck that nigga that you think you found and since you picked up i know he's not around   drake  ericka lee are you drunk right now i'm just sayin' you could do better tell me have you heard that lately i'm just sayin' you could do better and i'll start hatin' only if you make me   drake uh cups of the xo all my people been here i see all of her friends here guess she don't have the time to kick it no more flights in the morning what you doin' that's so important i've been drinkin' so much that i'ma call you anyway and say   drake fuck that nigga that you love so bad i know you still think about the times we had i say fuck that nigga that you think you found and since you picked up i know he's not around   drake  ericka lee are you drunk right now i'm just sayin' you could do better tell me have you heard that lately i'm just sayin' you could do better and i'll start hatin' only if you make me   drake i think i'm addicted to naked pictures and sitting talking 'bout bitches that we almost had i don't think i'm conscious of makin' monsters outta the women i sponsor 'til it all goes bad but shit it's all good we threw a party yeah we threw a party bitches came over yeah we threw a party i was just calling cause they were just leavin' talk to me please don't have much to believe in i need you right now are you down to listen to me too many drinks have been given to me i got some women that's livin' off me paid for their flights and hotels i'm ashamed bet that you know them i won't say no names after a while girl they all seem the same i've had sex four times this week i'll explain havin' a hard time adjustin' to fame sprite in that mixture i've been talkin' crazy girl i'm lucky that you picked up lucky that you stayed on i need someone to put this weight on well i'm sorry   drake  ericka lee are you drunk right now i'm just sayin' you could do better tell me have you heard that lately i'm just sayin' you could do better and i'll start hatin' only if you make me  interlude drake you're not gonna come guess i'm 'bout to just kick it here then   drake just throw up while i hold your hair back her white friend said you niggas crazy i hope no one heard that i hope no one heard that cause if they did we gonna be in some trouble we really gonna be in some trouble trouble,09/06/2011,Sad
Drake,HYFR,Take Care,2012,drake gotta do what i gotta do yeah   drake all my exes live in texas like i'm george strait or they go to georgia state where tuition is handled by some random nigga that live in atlanta that she only see when she feels obligated admitted it to me the first time we dated but she was no angel and we never waited i took her for sushi she wanted to fuck so we took it to go told 'em don't even plate it and we never talk too much after i blew up just only hello or a happy belated and i think i text her and told her i made it and that's when she text me and told me she prayed it and that's when i text her and told her i love her then right after texted and told her i'm faded she asked what have i learned since getting richer i learned workin' with the negatives could make for better pictures i learned hennessy and enemies is one hell of a mixture even though it's fucked up girl i'm still fucking with ya damn is it the fall time for me to revisit the past there's women to call there's albums to drop there's liquor involved there's stories to tell we been through it all damn interviews are like confessions get the fuck up out my dressing room confusing me with questions like  pre lil wayne do you love this shit are you high right now do you ever get nervous are you single i heard you fucked your girl is it true you getting money you think them niggas you with is with you   lil wayne and i say hell yeah hell yeah hell yeah fuckin' right fuckin' right alright and we say hell yeah hell yeah hell yeah fuckin' right fuckin' right alright   lil wayne uhh so much for being optimistic they say love is in the air so i hold my breath until my face turn purple keep a few bad bitches in my circle my nuts hang like ain't no curfew bitch if you wave then i will surf you i flew jet she flew commercial but we still met later that night after my session she came over i was aggressive and she was sober i gave her a pill she started confessing and started undressing and ask me to hold her and so i did but that was last month and now she's texting me asking for closure damn she say this shit gon' catch up to me i keep tissue paper we eat each other whenever we at the dinner table she say she hate that she love me and she wish i was average shit sometimes i wish the same and i wish she wasn't married promises i hope i never break 'em met a female dragon had a fire conversation but interviews are like confessions get the fuck up out my bedroom confusing me with questions like  pre lil wayne do you love this shit are you high right now do you ever get nervous are you single i heard you fucked your girl is it true you getting money you think them niggas you with is with you   lil wayne  drake and i say hell yeah hell yeah hell yeah fuckin' right fuckin' right alright and we say hell yeah hell yeah hell yeah fuckin' right damn right alright and we say hell yeah hell yeah hell yeah fuckin' right fuckin' right alright and we say hell yeah hell yeah hell yeah fuckin' right damn right alright yeah   drake yeah yeah ohyeah ohyeah,24/04/2012,Energetic
Drake,Nice For What,Scorpion,2018,big freedia i wanna know who mothafuckin' representin' in here tonight hold on hold on  pre lauryn hill i keep lettin' you back in you back in how can i explain myself   lauryn hill  drake care for me care for me you said you'd care for me there for me there for me said you'd be there for me lil weezyana shit cry for me cry for me you said you'd die for me murda on the beat give to me give to me why won't you live for me care for me care for me i know you care for me a song for y'all to cut up to you know there for me there for me said you'd be there for me yeah cry for me cry for me you said you'd die for me give to me give to me why won't you live for me   drake everybody get your mothafuckin' roll on i know shorty and she doesn't want no slow song had a man last year life goes on haven't let that thing loose girl in so long you've been inside know you like to lay low i've been peepin' what you bringin' to the table workin' hard girl everything paid for firstlast phone bill car note cable with your phone out gotta hit them angles with your phone out snappin' like you fabo and you showin' off but it's alright and you showin' off but it's alright alright it's a short life yeah   lauryn hill care for me care for me you said you'd care for me there for me there for me said you'd be there for me cry for me cry for me you said you'd die for me give to me give to me why won't you live for me  refrain drake that's a real one in your reflection without a follow without a mention you really pipin' up on these niggas you gotta be nice for what to these niggas   drake i understand you got a hunnid bands you got a baby benz you got some bad friends high school pics you was even bad then you ain't stressin' off no lover in the past tense you already had them work at 8 am finish 'round five hoes talk down you don't see 'em outside yeah they don't really be the same offline you know dark days you know hard times doin' overtime for the last month saturday call the girls get 'em gassed up gotta hit the club gotta make that ass jump gotta hit the club like you hit them mothafuckin' angles with your phone out snappin' like you fabo and you showin' off but it's alright and you showin' off but it's alright alright it's a short life   big freedia  letitia wright uhhuh oh yeah these hoes they mad your boy i had i made watch the breakdown   lauryn hill care for me care for me you said you'd care for me there for me there for me said you'd be there for me cry for me cry for me you said you'd die for me give to me give to me why won't you live for me  breakdown drake gotta make that jump gotta make that gotta gotta make that gotta make that jump gotta make that gotta gotta make that gotta gotta gotta gggotta gggotta gotta gotta gggotta gotta gotta make that jump jump let's go bend it over lift it up bend it over lift it up make that jump jump bend it over lift it up bend it over lift it up make that jump jump bend it over over over over over lift it up make that jump jump bend it over lift it up make that jump jump bend it over lift it up make that jump jump  refrain drake that's a real one in your reflection without a follow without a mention you really pipin' up on these niggas you gotta be nice for what to these niggas i understand   lauryn hill care for me care for me you said you'd care for me there for me there for me said you'd be there for me give to me give to me why won't you live for me cry for me cry for me you said you'd cry for me   drake  lauryn hill gotta hit the club like you hit them hit them hit them angles blaqnmild you a genius you diggin' me it's a short life yeah cry for me cry for me you said you'd die for me give to me give to me why won't you live for me,06/04/2018,Calm
Drake,Passionfruit,More Life,2017,moodymann hold on hold on fuck that fuck that shit hold on i got to start this mothafuckin' record over again wait a minute fuck that shit still on this mothafuckin record i'ma play this mothafucka for y'all ayy yall get some more drinks goin' on i'll sound a whole lot better   listen seein' you got ritualistic cleansin' my soul of addiction for now 'cause i'm fallin' apart yeah tension between us just like picket fences you got issues that i wont mention for now cause we're fallin apart   passionate from miles away passive with the things you say passin' up on my old ways i can't blame you no no passionate from miles away passive with the things you say passin' up on my old ways i cant blame you no no   listen harder buildin' trust from a distance i think we should rule out commitment for now 'cause we're fallin' apart leavin' you're just doing that to get even don't pick up the pieces just leave it for now they keep fallin' apart   passionate from miles away passive with the things you say passin' up on my old ways i can't blame you no no passionate from miles away passive with the things you say passin' up on my old ways i can't blame you no no   zoë kravitz um trying to think of the right thing to say,18/03/2017,Happy
Drake,Child's Play,Views,2016,breaking news my niggas if your girlfriend has went to any season opener basketball game best believe she's fucking some niggas on that team she's fucking somebody on the basketball team if she's at the game right right yeah   drake i say bounce that shit like woah yeah bounce that shit like woah this is not a fairytale i already know how you like it take you to the mall and get you a new outfit girl that's just some child's play bounce that shit like woah woah woah woah woah heard all of the stories about you i already know and i like it take you to the mall and get you a new outfit girl that's just some child's play bounce that shit like woah yeah bounce that shit like woah   drake why you gotta fight with me at cheesecake you know i love to go there say i'm actin' lightskin i can't take you nowhere this a place for families that drive camrys and go to disney they don't need to know all of our business you wildin' you super childish you go to cvs for kotex in my bugatti i took the key and tried to hide it so you can't drive it and put on mileage then you find it awkward silence momma is a saint yes she raised me real good all because of her i don't do you like i should don't make me give you back to the hood don't make me give you back   drake i say bounce that shit like woah yeah bounce that shit like woah this is not a fairytale i already know how you like it take you to the mall and get you a new outfit girl that's just some child's play bounce that shit like woah woah woah woah woah heard all of the stories about you i already know and i like it take you to the mall and get you a new outfit girl that's just some child's play bounce that shit like woah yeah bounce that shit like woah  refrain  drake  hasizzle yeah rode that dick like a soldier she rode it like a soldier she rode it like a jungle soldier she rode it like a yeah yeah i got it yeah   drake you don't wanna fall in love i know i'm not someone you should trust i know i give chanel out like a hug i know i knew a couple of your friends way before how many girls have slept in this bed say a different number than the one that's in my head lying to protect you i be doing that a lot my past checkered like the louis you just got married in our twenties now where the fun in that my city love me like a college running back pack a bag you gon' end up staying where i'm at took you from the hood and i could never give you back i just wanna let you know that someone love you back all the cadillac like i'm teddy pendergrass whippin' on this shit i'm getting ready where you at riding  refrain  hasizzle she rode that dick like a soldier she rode it like a soldier she rode it like a melpomene soldier she rode that dick like a soldier she rode it like a soldier she rode it like a jungle soldier rode that dick like a soldier she rode it like a soldier she rode it like a melpomene soldier burrrrat stick it bburrrrat stick it burrrrat stick it bababa stick it burrrrat stick it bababa stick it burrrrat stick it bababa stick it burrrrat stick it bababa stick it burrrrat stick it bababa stick it   thank you thanks drake thanks baby motherfuckers drunk and tired tired i'm tired boss  produced by noah 40 shebib,29/04/2016,Sad
